task_id,department,corridor_id,corridor_name,defect_type,failure_type,severity,days_overdue,estimated_repair_time_min,spatial_start_km,spatial_end_km,priority_score,criticality,risk_score,delay_minutes
TASK_00157,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Wear,Track Defect,4,180,124,164.21,165.42,0.714,0.38,50.993434585254334,12.108920348916518
TASK_00158,Engineering,CORR_016,Lucknow–Moradabad line,Loose Fastening,Track Defect,4,112,119,199.51,201.23,0.795,0.65,63.24612140900361,4.62696388537743
TASK_00159,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Point Machine Failure,Signal Failure,3,132,65,1120.32,1122.3,0.734,0.78,61.51569594175854,2.2629468635055208
TASK_00160,Traction Distribution,CORR_016,Lucknow–Moradabad line,Brake Pad Wear,Brake Failure,2,180,100,195.97,197.31,0.595,0.65,65.50582198113942,19.13248023801893
TASK_00161,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,5,109,137,2205.26,2206.41,0.985,0.95,63.63698844222891,13.218979892844809
TASK_00162,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Transformer Oil Leak,Brake Failure,2,4,96,22.59,24.04,0.338,0.37,59.32191793752912,30.395857308088345
TASK_00163,Signal & Telecom,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Signal Relay Fault,Signal Failure,3,180,80,101.53,102.76,0.611,0.37,60.99606594508654,8.701488084587304
TASK_00164,Traction Distribution,CORR_011,Kolkata Circular Railway,Insulator Flashover,Bearing Failure,2,163,83,9.94,10.69,0.544,0.48,57.06909674535901,29.09509920627904
TASK_00165,Engineering,CORR_003,Bina - Katni railway,Sleeper Crack,Track Defect,3,25,94,364.37,365.56,0.62,0.51,56.175238560287646,13.869346153556972
TASK_00166,Engineering,CORR_018,Mumbai - Delhi Railway,Ballast Deficiency,Wheel Defect,3,170,101,729.38,731.35,0.764,0.88,69.06476355390154,35.36530481717551
TASK_00167,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Pantograph Damage,Brake Failure,3,60,114,2104.61,2106.07,0.794,0.98,54.34421022344415,21.652960770767848
TASK_00168,Traction Distribution,CORR_005,Delhi - Kalka Line,OHE Wire Sag,Brake Failure,3,97,123,248.13,249.06,0.698,0.66,68.63277953239987,5.311236157697109
TASK_00169,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Insulator Flashover,Bearing Failure,5,180,161,17.01,18.93,0.811,0.37,60.84846458936987,7.872423996564
TASK_00170,Traction Distribution,CORR_012,Konkan Railway,Pantograph Damage,Brake Failure,2,180,96,100.76,101.84,0.556,0.52,42.84225996153047,20.88440242951147
TASK_00171,Engineering,CORR_015,Line 2: Chennai Egmore - Nagercoil,Track Geometry Deviation,Wheel Defect,3,180,95,33.65,34.74,0.614,0.38,51.03252256263383,20.61258000077188
TASK_00172,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,Brake Pad Wear,Brake Failure,2,146,111,75.56,76.98,0.52,0.4,58.35834642590624,10.364102248627589
TASK_00173,Engineering,CORR_010,Katni - Obra railway,Ballast Deficiency,Wheel Defect,2,180,89,138.64,139.99,0.55,0.5,51.99047184554366,14.780804164604795
TASK_00174,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Bearing Overheating,Brake Failure,2,125,87,1324.44,1325.38,0.634,0.78,44.803042892398906,47.83744599619407
TASK_00175,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Ballast Deficiency,Track Defect,2,180,64,98.37,99.57,0.514,0.38,46.714203017846,14.85904947414495
TASK_00176,Traction Distribution,CORR_005,Delhi - Kalka Line,Brake Pad Wear,Bearing Failure,2,79,87,41.84,42.84,0.598,0.66,61.121106248411365,12.520047114480109
TASK_00177,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Insulator Flashover,Bearing Failure,2,180,104,30.5,32.11,0.514,0.38,64.68586582318464,15.633536766730955
TASK_00178,Engineering,CORR_008,Howrah - Delhi Railway,Rail Fracture,Track Defect,3,180,105,3063.7,3064.38,0.785,0.95,64.26705757845546,4.413947761050244
TASK_00179,Engineering,CORR_020,Western Dedicated Freight Corridor,Track Geometry Deviation,Wheel Defect,3,180,82,1148.18,1149.81,0.746,0.82,62.69315534480391,9.92430263880933
TASK_00180,Engineering,CORR_004,Bolangir - Khurda,Rail Wear,Wheel Defect,2,116,82,40.77,41.51,0.514,0.38,64.08084879136443,6.203017464542735
TASK_00181,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Brake Pad Wear,Brake Failure,2,180,94,2465.14,2466.1,0.694,0.98,50.76366543620401,18.39119124025456
TASK_00182,Traction Distribution,CORR_004,Bolangir - Khurda,Bearing Overheating,Bearing Failure,3,100,115,182.1,183.1,0.614,0.38,55.23045849308459,12.619926825473586
TASK_00183,Engineering,CORR_019,Mumbai-Pune Railway,Rail Fracture,Track Defect,5,23,124,64.73,66.72,0.842,0.63,59.84515133829882,
TASK_00184,Engineering,CORR_019,Mumbai-Pune Railway,Loose Fastening,Track Defect,3,180,81,108.96,110.34,0.689,0.63,54.11239068565136,22.67631863472783
TASK_00185,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Cable Cut,Signal Failure,2,101,49,502.45,504.12,0.634,0.78,57.84813992308069,7.970317166821312
TASK_00186,Signal & Telecom,CORR_014,Line 1: Nagercoil - Chennai Egmore,Track Circuit Failure,Signal Failure,3,180,85,16.24,17.57,0.614,0.38,75.16584389093215,4.106194511592317
TASK_00187,Engineering,CORR_018,Mumbai - Delhi Railway,Loose Fastening,Wheel Defect,2,167,78,1017.8,1019.77,0.664,0.88,68.03698092011425,23.61924916754768
TASK_00188,Traction Distribution,CORR_011,Kolkata Circular Railway,Pantograph Damage,Bearing Failure,2,180,88,98.07,98.84,0.544,0.48,66.24657419674611,13.116211087597591
TASK_00189,Engineering,CORR_011,Kolkata Circular Railway,Ballast Deficiency,Wheel Defect,3,76,80,59.86,61.27,0.644,0.48,56.01312702324836,16.531429258702268
TASK_00190,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Pantograph Damage,Brake Failure,4,180,130,693.91,695.61,0.834,0.78,60.273454774638125,9.002983346091728
TASK_00191,Engineering,CORR_003,Bina - Katni railway,Ballast Deficiency,Wheel Defect,2,180,76,263.96,265.4,0.553,0.51,56.39362081075984,5.044195462075332
TASK_00192,Traction Distribution,CORR_019,Mumbai-Pune Railway,Pantograph Damage,Bearing Failure,4,141,130,89.84,91.69,0.789,0.63,65.53805197851524,2.9764323901124508
TASK_00193,Engineering,CORR_019,Mumbai-Pune Railway,Ballast Deficiency,Wheel Defect,3,180,91,62.3,63.7,0.689,0.63,61.61817376935032,10.41955585482748
TASK_00194,Signal & Telecom,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Axle Counter Fault,Signal Failure,2,180,58,63.56,65.3,0.511,0.37,55.98936788248064,1.7846666427129487
TASK_00195,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Brake Pad Wear,Brake Failure,2,82,102,222.66,223.42,0.694,0.98,51.76664239168664,13.342676698965382
TASK_00196,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Track Circuit Failure,Signal Failure,3,180,74,2828.11,2829.0,0.794,0.98,45.753868880813954,5.975078483452939
TASK_00197,Traction Distribution,CORR_016,Lucknow–Moradabad line,Transformer Oil Leak,Brake Failure,2,8,95,96.84,98.01,0.448,0.65,40.52281516969562,43.445949192654425
TASK_00198,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Axle Counter Fault,Signal Failure,2,42,56,124.01,125.79,0.589,0.63,62.8393212171908,5.30911325699355
TASK_00199,Engineering,CORR_019,Mumbai-Pune Railway,Sleeper Crack,Track Defect,3,180,107,88.07,89.21,0.689,0.63,55.7885455202925,37.58585739376839
TASK_00200,Engineering,CORR_017,Lumding - Silchar BG Line,Sleeper Crack,Wheel Defect,2,180,72,125.39,126.83,0.511,0.37,58.52524739889907,6.143575057662709
TASK_00201,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Insulator Flashover,Brake Failure,3,95,132,167.54,168.63,0.614,0.38,63.368547208729765,26.639956425069023
TASK_00202,Signal & Telecom,CORR_003,Bina - Katni railway,Signal Relay Fault,Signal Failure,4,180,85,147.27,148.98,0.753,0.51,53.33808718839432,15.012339583044978
TASK_00203,Signal & Telecom,CORR_005,Delhi - Kalka Line,Point Machine Failure,Signal Failure,2,180,57,392.3,393.1,0.598,0.66,64.79940335375507,39.90249861218005
TASK_00204,Engineering,CORR_019,Mumbai-Pune Railway,Rail Wear,Wheel Defect,3,180,101,37.18,38.57,0.689,0.63,46.876573237036936,9.15688811317614
TASK_00205,Signal & Telecom,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Signal Relay Fault,Signal Failure,5,180,89,12.87,14.24,0.811,0.37,48.4100087387702,15.074838019564012
TASK_00206,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,Brake Pad Wear,Brake Failure,3,17,134,89.78,90.88,0.533,0.4,64.84773856524919,24.36265348860372
TASK_00207,Engineering,CORR_003,Bina - Katni railway,Sleeper Crack,Wheel Defect,4,92,122,118.56,120.12,0.753,0.51,63.02932903116114,20.869586631309147
TASK_00208,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Wear,Track Defect,2,180,74,46.27,46.81,0.514,0.38,52.05575081774384,3.201409981579299
TASK_00209,Signal & Telecom,CORR_001,Abhayapuri - Mainguri Railway Line,Point Machine Failure,Signal Failure,4,162,95,12.58,14.34,0.72,0.4,57.877667710241006,8.037998276654283
TASK_00210,Signal & Telecom,CORR_005,Delhi - Kalka Line,Signal Relay Fault,Signal Failure,3,180,84,272.45,273.47,0.698,0.66,47.35883872378847,23.84859761122744
TASK_00211,Signal & Telecom,CORR_011,Kolkata Circular Railway,Track Circuit Failure,Signal Failure,3,180,73,120.02,121.71,0.644,0.48,60.30656100201385,13.661624166609965
TASK_00212,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Pantograph Damage,Bearing Failure,4,128,130,48.69,49.65,0.714,0.38,61.0639093525678,3.0416250332300137
TASK_00213,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Fracture,Track Defect,2,180,73,109.89,110.67,0.514,0.38,55.36432177961756,19.42075359724194
TASK_00214,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Ballast Deficiency,Track Defect,2,121,79,704.5,705.58,0.634,0.78,48.205551279361934,8.374850729833895
TASK_00215,Traction Distribution,CORR_016,Lucknow–Moradabad line,Pantograph Damage,Bearing Failure,2,38,108,187.9,189.6,0.595,0.65,67.57629291619824,6.092066126482944
TASK_00216,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,4,141,134,979.65,981.21,0.834,0.78,57.73093041429114,21.817489617180872
TASK_00217,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Brake Pad Wear,Bearing Failure,2,125,93,1957.68,1958.78,0.694,0.98,54.35352993150069,29.71110231730457
TASK_00218,Traction Distribution,CORR_016,Lucknow–Moradabad line,Brake Pad Wear,Brake Failure,2,151,85,200.96,202.87,0.595,0.65,55.00727272212431,5.923365807042281
TASK_00219,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Pantograph Damage,Brake Failure,2,102,111,172.49,173.6,0.514,0.38,61.522808033039055,6.245472950863316
TASK_00220,Engineering,CORR_018,Mumbai - Delhi Railway,Loose Fastening,Wheel Defect,2,172,69,135.46,136.49,0.664,0.88,64.30156355416453,11.438280847087425
TASK_00221,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Bearing Overheating,Brake Failure,3,180,133,17.29,18.01,0.614,0.38,72.62425878023826,11.845215387326393
TASK_00222,Traction Distribution,CORR_012,Konkan Railway,Pantograph Damage,Brake Failure,3,180,105,399.27,399.88,0.656,0.52,60.27952640964831,11.721010531051755
TASK_00223,Engineering,CORR_003,Bina - Katni railway,Rail Wear,Wheel Defect,3,5,108,539.22,540.24,0.486,0.51,59.78526756894063,43.56108184619716
TASK_00224,Engineering,CORR_008,Howrah - Delhi Railway,Rail Wear,Wheel Defect,3,180,109,2758.41,2759.05,0.785,0.95,65.81753985736104,16.097428313160655
TASK_00225,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,3,71,107,1031.95,1033.14,0.734,0.78,64.59404039389831,12.916342970971868
TASK_00226,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Insulator Flashover,Brake Failure,2,146,93,718.89,720.68,0.634,0.78,62.76653039358229,17.526415412753664
TASK_00227,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Brake Pad Wear,Bearing Failure,2,40,106,1198.48,1199.69,0.646,0.82,45.03805374853409,28.38085130725932
TASK_00228,Traction Distribution,CORR_008,Howrah - Delhi Railway,Pantograph Damage,Bearing Failure,2,180,102,317.67,318.89,0.685,0.95,46.06314295215002,6.837341737494115
TASK_00229,Traction Distribution,CORR_019,Mumbai-Pune Railway,Insulator Flashover,Brake Failure,2,180,103,148.35,149.23,0.589,0.63,54.31829442786545,15.704179847817231
TASK_00230,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Transformer Oil Leak,Brake Failure,3,180,113,56.15,56.9,0.611,0.37,53.43026612262592,13.862309473615912
TASK_00231,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Brake Pad Wear,Brake Failure,2,180,96,155.1,155.93,0.511,0.37,54.52033695356589,11.830968611934004
TASK_00232,Engineering,CORR_010,Katni - Obra railway,Track Geometry Deviation,Wheel Defect,4,85,126,397.75,399.1,0.75,0.5,47.80331088638497,3.081082659745477
TASK_00233,Engineering,CORR_012,Konkan Railway,Ballast Deficiency,Track Defect,4,40,107,61.13,62.52,0.756,0.52,69.14297840161706,7.860796013755293
TASK_00234,Engineering,CORR_010,Katni - Obra railway,Loose Fastening,Track Defect,2,145,70,297.97,298.8,0.55,0.5,61.63632066139587,11.58833881289816
TASK_00235,Engineering,CORR_005,Delhi - Kalka Line,Rail Wear,Wheel Defect,3,172,86,33.5,34.6,0.698,0.66,50.54879015963913,9.61412717915488
TASK_00236,Traction Distribution,CORR_016,Lucknow–Moradabad line,Bearing Overheating,Bearing Failure,2,161,108,416.85,418.2,0.595,0.65,51.37437990235609,48.21264784157644
TASK_00237,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Fracture,Track Defect,3,0,81,1757.81,1759.45,0.594,0.98,64.29488588415526,21.341874461092708
TASK_00238,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,Transformer Oil Leak,Brake Failure,3,0,110,35.68,36.66,0.42,0.4,75.60205883852994,9.049096947603369
TASK_00239,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Pantograph Damage,Brake Failure,2,180,90,196.42,197.33,0.514,0.38,57.54951832717974,33.963881608248606
TASK_00240,Engineering,CORR_005,Delhi - Kalka Line,Track Geometry Deviation,Wheel Defect,3,180,97,544.91,546.51,0.698,0.66,70.3287465712834,11.7390390593056
TASK_00241,Engineering,CORR_020,Western Dedicated Freight Corridor,Ballast Deficiency,Track Defect,3,180,102,1814.85,1816.12,0.746,0.82,60.237066945764674,16.284037711223156
TASK_00242,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,OHE Wire Sag,Brake Failure,5,0,161,420.88,422.67,0.746,0.82,52.78549668241166,9.613647615235433
TASK_00243,Engineering,CORR_019,Mumbai-Pune Railway,Sleeper Crack,Track Defect,4,180,105,142.63,143.45,0.789,0.63,51.90268230031675,4.138761158921194
TASK_00244,Traction Distribution,CORR_008,Howrah - Delhi Railway,Transformer Oil Leak,Bearing Failure,3,180,122,3243.76,3245.42,0.785,0.95,61.63398521917616,4.909672085692872
TASK_00245,Engineering,CORR_001,Abhayapuri - Mainguri Railway Line,Sleeper Crack,Wheel Defect,2,173,83,55.09,55.83,0.52,0.4,54.03924622685559,9.98066929014258
TASK_00246,Engineering,CORR_020,Western Dedicated Freight Corridor,Track Geometry Deviation,Track Defect,2,1,85,407.91,409.29,0.453,0.82,42.64257472111504,5.881323638956956
TASK_00247,Engineering,CORR_008,Howrah - Delhi Railway,Rail Wear,Track Defect,2,180,77,2806.05,2806.98,0.685,0.95,54.38791776219352,50.34749777174317
TASK_00248,Engineering,CORR_020,Western Dedicated Freight Corridor,Loose Fastening,Wheel Defect,2,127,87,1675.97,1676.62,0.646,0.82,49.592684575249415,15.78458015730434
TASK_00249,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,OHE Wire Sag,Bearing Failure,2,101,89,1339.45,1340.88,0.646,0.82,58.28754928809026,9.94187554794302
TASK_00250,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Insulator Flashover,Brake Failure,3,180,134,747.86,749.12,0.764,0.88,65.47333768006372,27.194056645739597
TASK_00251,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Axle Counter Fault,Signal Failure,5,180,102,667.96,669.19,0.994,0.98,64.5993767681131,34.82281608083797
TASK_00252,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,2,180,67,2141.97,2143.36,0.685,0.95,66.96359695589473,8.512390336285188
TASK_00253,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Brake Pad Wear,Bearing Failure,3,133,105,1230.0,1231.06,0.764,0.88,59.0028848602957,7.712171184021156
TASK_00254,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Brake Pad Wear,Bearing Failure,3,140,134,2342.61,2344.12,0.794,0.98,50.3032764517296,0.6864381651393733
TASK_00255,Traction Distribution,CORR_005,Delhi - Kalka Line,Transformer Oil Leak,Brake Failure,2,122,83,64.71,65.41,0.598,0.66,56.27820563906958,7.543046998054114
TASK_00256,Engineering,CORR_011,Kolkata Circular Railway,Track Geometry Deviation,Wheel Defect,3,55,108,17.74,19.31,0.644,0.48,63.30723873782359,18.817407953835136
TASK_00257,Engineering,CORR_020,Western Dedicated Freight Corridor,Loose Fastening,Track Defect,2,180,69,691.19,692.56,0.646,0.82,58.40742180777704,13.347863121905156
TASK_00258,Engineering,CORR_015,Line 2: Chennai Egmore - Nagercoil,Ballast Deficiency,Wheel Defect,5,123,143,47.71,48.94,0.814,0.38,65.99204534814474,48.32203621050038
TASK_00259,Traction Distribution,CORR_012,Konkan Railway,Transformer Oil Leak,Brake Failure,2,180,91,249.58,250.27,0.556,0.52,79.01610830395488,51.99260190079923
TASK_00260,Engineering,CORR_003,Bina - Katni railway,Loose Fastening,Track Defect,2,180,82,265.07,265.99,0.553,0.51,52.32968688260303,1.6135578927522225
TASK_00261,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Track Geometry Deviation,Wheel Defect,3,124,100,71.02,71.96,0.611,0.37,62.92409233355797,7.440831863799868
TASK_00262,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Bearing Overheating,Bearing Failure,3,0,114,1464.32,1465.17,0.546,0.82,59.848286935152615,0.8932685246231319
TASK_00263,Signal & Telecom,CORR_004,Bolangir - Khurda,Signal Relay Fault,Signal Failure,2,0,62,41.4,43.33,0.314,0.38,55.20607312646776,6.372496618971365
TASK_00264,Signal & Telecom,CORR_010,Katni - Obra railway,Axle Counter Fault,Signal Failure,4,146,96,573.92,575.79,0.75,0.5,63.5081413241772,17.008587519367417
TASK_00265,Traction Distribution,CORR_019,Mumbai-Pune Railway,OHE Wire Sag,Brake Failure,2,114,107,154.1,155.42,0.589,0.63,64.70740928519103,21.40709331820373
TASK_00266,Engineering,CORR_016,Lucknow–Moradabad line,Rail Fracture,Track Defect,5,58,136,350.5,351.31,0.895,0.65,58.76904391029454,7.495024210621945
TASK_00267,Signal & Telecom,CORR_015,Line 2: Chennai Egmore - Nagercoil,Panel Indication Fault,Signal Failure,3,14,80,167.59,169.46,0.507,0.38,61.86207963985393,36.03185907401038
TASK_00268,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Pantograph Damage,Brake Failure,3,180,106,49.02,50.64,0.614,0.38,59.716055712371215,58.46761962898638
TASK_00269,Traction Distribution,CORR_008,Howrah - Delhi Railway,Brake Pad Wear,Bearing Failure,2,180,108,1446.97,1447.53,0.685,0.95,65.36352087993414,11.85647527172534
TASK_00270,Engineering,CORR_007,Howrah - Chennai Main Line,Loose Fastening,Wheel Defect,3,180,95,300.49,301.73,0.794,0.98,59.26077308563551,22.975419617151065
TASK_00271,Engineering,CORR_018,Mumbai - Delhi Railway,Track Geometry Deviation,Wheel Defect,2,158,64,1162.18,1163.59,0.664,0.88,54.56673962995341,7.12104199376729
TASK_00272,Traction Distribution,CORR_018,Mumbai - Delhi Railway,OHE Wire Sag,Brake Failure,4,180,134,1290.12,1290.72,0.864,0.88,64.47705825236939,26.49003013275946
